VALLU_PISTENRO;VALLU_NIMI;DIGISTOPTUNNISTE;X_KOORD;Y_KOORD;KUNTAKOODI
68682;PYHÄJOKI TH;98370;3368508;7154798;625
8584;KANKARI;98870;3500849;7162226;785
6114;KIVESJÄRVI;98906;3522812;7152287;578
6137;RAAPPANANMÄKI TH;98921;3529702;7147793;578
2166;TYNKÄ;98968;3356235;7125539;208
459;KONTIOLA(HAAPAJÄRVI);99144;3414444;7078852;069
7937;RIESKANIEMI;99262;3381009;7089632;746
5611;ERKKILÄ;99299;3403627;7097199;535
15770;PIRTTIPUHTO TH;99301;3405415;7097315;535
69505;KALAJA;99395;3406695;7060119;691
6798;ERVASTI;99866;3514790;7255680;615
2162;RAUTIO(KALAJOKI);100404;3363837;7111286;208
70494;PETÄJÄSKOSKI;100478;3384211;7130346;563
68433;POUSSU TH;101418;3603386;7305089;305
109605;NAAPURIVAARA TH;102270;3560094;7119433;765
8282;JUURIKKALAHTI;102296;3564131;7106620;765
3543;VIITAVAARA;102334;3590841;7120464;765
111824;ALA-VIEKSI;102343;3597078;7125311;290
72184;HUUMON RISTEYS;102585;3514370;6822470;491
8289;KORVANNIEMI (SOTKAMO);102760;3546299;7123229;765
116691;LAAJANKANKAANKATU,MESIHEINÄNTIE;102979;3536456;7122799;205
107170;HUUHKAJANVAARAN PÄÄTEPYSÄKKI;102999;3532677;7123212;205
72549;SAARESMÄKI;103129;3496315;7106970;205
1789;KUHNUSTA;103252;3625160;7002223;176
1804;TUOPANJOKI;103256;3630168;6994045;176
3755;IRNI TH;103376;3593203;7281741;305
112126;KARJUSAARI;103619;3426313;6769440;398
4056;KÄRPÄSENMÄKI;103759;3424876;6764126;398
101134;LAUNE;103773;3427275;6762032;398
119994;PUOTIKATU;103992;3426000;6760644;398
9426;TYKÖLÄ;104609;3350950;6796491;908
15975;KIUKAISTEN KOULU;105331;3236720;6799043;050
1207;HONKAKOSKI;105569;3528818;7045273;140
3137;RYTKY;105616;3479479;7045003;263
2751;SUURIKYLÄ;106074;3644100;6864331;260
74644;KOIVIKKO MAATALOUSOPPILAITOS;106109;3654267;6889861;260
1667;KÄPYKANGAS;106203;3642528;6949070;167
9495;PUUKARI TH;106385;3582804;7073073;911
16169;SÄVIÄ;107692;3483207;7010893;595
1213;IIRANTA;107964;3506535;7060113;140
101387;ULLANTH. 1;108734;3600565;6957039;309
1756;PELONNIEMI (JUANKOSKI);110758;3559047;7000578;174
80117;ONTTOLANTIE;111782;3638722;6951005;276
17790;SATAMATIE TH;111974;3515263;7006084;476
200156;KINKAMO;112025;3549870;6914001;915
7268;KERKONKOSKI;112214;3484370;6961676;686
7317;RASIMÄKI;112240;3572106;7041592;687
7298;KATAJAMÄKI (RAUTAVAARA);112241;3574528;7042859;687
3289;LEHMO UUSITIE;112285;3644726;6953291;276
6625;HUHMARI (POLVIJÄRVI);112360;3630347;6966454;607
8485;KINNULANNIEMI;112379;3500160;6952291;778
2818;TERVASUO;112509;3660507;6941452;167
2816;SÄRKIVAARA;112511;3655040;6942931;167
16319;KYHKYLÄ;112542;3471367;6816257;588
8886;AKKALA (TOHMAJÄRVI);112578;3670074;6903508;848
8597;PELSO;112624;3473252;7156966;785
4530;KETRÄSUO;112761;3645861;7032072;422
16666;KOLMIKANTA;112793;3693841;6951415;146
8594;NUUTILA (VAALA);112828;3473820;7148292;785
8586;NEITTÄVÄ;112880;3483774;7156682;785
8457;RUHTINANSALMI;113076;3615666;7238529;777
16677;ISO-SYÖTE, HOTELLI ISO-SYÖTE;113094;3528218;7281205;615
16788;JALKALA;113200;3263989;6738552;636
10072;KUUSIRANTA;113404;3505072;7122809;205
16094;RYYNÄSENJOKI;113405;3501579;7109629;205
7188;MANKILA;113413;3428288;7165506;791
3975;HAUTAJOKI (KÄRSÄMÄKI);113434;3444204;7090314;317
3982;NIVANPERÄ;113438;3440996;7084463;317
17481;TOPPI;113457;3402963;7169684;748
17313;KORPITIEN KOULU;113536;3540032;7145695;578
68;KOSKENKYLÄ;113758;3280572;6766382;430
397;SÄRKKÄ;113770;3206714;6809434;051
19027;OJALANKAARTO;113808;3638210;6950504;167
8033;KITÖ;113854;3414121;6681579;753
15436;OHIMAANPERÄ;113888;3407703;7155396;678
15437;PIIPSA;113889;3411518;7140653;678
9825;TÖRMINPERÄ;113890;3418075;7139311;678
9826;VERKAPERÄ;113891;3406632;7143982;678
123183;RUNEBERGIN AUKIO;114175;3514197;6842642;491
81280;ORAVINMÄKI;114216;3516881;6844003;491
5197;MOISIO TH;114289;3515033;6839790;491
17667;LINTUKANKAANTIE;114420;3427990;6912759;179
2558;VINTTURI (KAUSTINEN);114626;3339907;7060522;236
2547;NIKULA;114629;3331339;7058322;236
6053;HARILA (PADASJOKI);114671;3411075;6801542;576
81674;AURINKOKATU;114684;3637107;6950400;167
19026;ERKINPELLONTIE;114691;3638179;6949840;167
3772;KIRVESVAARA (KUUSAMO);114799;3596326;7287745;305
3832;SOIVIO;114800;3610573;7298330;305
1533;VASSBÖLE;114811;3335886;6672386;149
17341;KARJALOHJA KOULU;114821;3319773;6686828;444
15980;MAILA;114823;3323768;6683708;444
4307;LINDKOSKI;114833;3460182;6725055;407
16628;HYRSYLÄN KOULU;114881;3335704;6700021;444
5708;JÄRVENPÄÄ;114884;3326225;6707206;444
5721;LEPPÄKORPI;114890;3326378;6711845;444
15189;HAAPAINEN;114938;3231087;6744486;503
8028;BYAGÅRDEN 1;115043;3402937;6693161;753
8030;IMMERSBY;115045;3404378;6688852;753
1529;TORP;115092;3331928;6664504;149
4989;NIEMENKYLÄ;115157;3209924;6821352;442
18812;VALAMON LUOSTARI;115430;3592402;6940878;090
29;IIRUU;115456;3351438;6995596;005
15660;ÅMINNE;115464;3220878;6997755;475
17836;NIINISALO VARUSKUNTA;115491;3261661;6867208;214
3338;KORPOSTRÖM;115492;3200058;6679047;445
4829;MAJANOJA;115556;3291352;6768728;430
15532;TÖRBACKA;115569;3358343;7063492;272
9193;VIITASALO;115570;3357294;7065809;272
8388;SUOMENNIEMI;115590;3524284;6802013;491
87936;KAUHAJÄRVI;115618;3319835;6996135;408
1550;VESIJÄRVI (ISOJOKI);115623;3224760;6898294;151
5051;TOTTESUND;115629;3251059;7024038;946
6243;VIITALAMPI;115638;3370596;7008219;584
15652;PERHO KOULU;115641;3370667;7015241;584
18886;KIVIMÄEN TH;115736;3219881;6823891;609
6133;PETÄJÄLAHTI TH;115784;3517821;7153979;578
82319;HARJAPUISTO;116064;3427707;7212755;564
3774;KIVIMURTO;116219;3606378;7293888;305
17616;PETÄSMÄKI (RAISIO);116252;3232679;6720185;680
82433;KEMPELE, KOULUKESKUS;116285;3428437;7203135;244
82451;HAUTAUSMAA(LIEKSA);116305;3653461;7026592;422
2530;ORAVA;116479;3310223;6999672;233
10338;INHAN TEHTAAT;116492;3352801;6937238;989
18985;MOOTTORITIE;116541;3430967;7201720;244
8177;HÄNTÄLÄ;116629;3300624;6724506;761
11;KNUUTTILA (ALAHÄRMÄ);116653;3290326;7026488;233
18877;VAMMALAN AMMATTIKOULU;116661;3280791;6811892;790
16062;KARVONEN;116664;3317248;7038103;052
1380;VATSIAINEN;116679;3288693;6853088;143
9323;KANTLAX;116761;3266195;7043824;893
9327;MONÅ;116762;3268484;7040138;893
88091;NISSINVAARANTIE;117141;3600990;7329620;305
2550;PAJUOJA;117197;3351054;7052151;236
6503;LEPPLAX;117200;3295970;7068730;599
101694;JÄMSÄ;117250;3404035;6863315;182
15171;TOIJALARAS;117393;3331250;6788650;020
107761;VAASA;117407;3228770;7010760;905
9312;ASPNÄS;117463;3279769;7034074;893
5990;SAARISTONKATU 2 P;118977;3428228;7213422;564
101811;KEHÄTIE P;120394;3438846;7222252;564
121866;HAVUTIE E;120404;3439542;7221821;564
119626;HIIDENTIE;120635;3429354;7216660;564
121835;TUPASVILLANTIE P;120641;3432993;7216327;564
107842;TUPASVILLANTIE E;120642;3432920;7216289;564
201724;MERIKOSKENKATU P;120715;3428069;7215126;564
112023;RAKSILA P;120786;3429000;7213640;564
113918;MÄNTYLÄ P;120982;3429492;7210136;564
121550;KAAKKURINOJANTIE P;121091;3431292;7207838;564
104553;PESÄTIE P;121115;3430802;7207326;564
3711;ITÄ-AURE;121340;3314172;6887162;980
84370;SASSI;121428;3341619;6796599;908
87398;RAUDANJOKI TH, 4-TIE;121890;3473830;7436802;758
8121;KERSILÖ;122020;3489127;7498978;758
4039;SÄRKIKANGAS;122301;3517724;7403415;320
9053;TURTOLA;122722;3362133;7397959;854
7510;TAPIONKYLÄ, KUOKSAJÄRVI TH;123199;3431870;7402739;698
7467;MARKKASUVANTO;123243;3428984;7428416;698
7501;RÄVÄSJÄRVI TH;123262;3424190;7434720;698
7490;PIRTINVAARA;123296;3414885;7450758;698
3025;MUSTAKUMPU;123306;3410887;7457147;261
3050;VUOMA TH;123314;3409471;7464526;261
7772;SALMIVAARA;123782;3561769;7414481;732
17910;SALMIVAARA;123785;3562236;7414436;732
6784;RAISTAKKA;124052;3548599;7332245;614
15079;OUTOKUMPU(TORNIO);124124;3371032;7301696;851
10205;MELLAKOSKITH;124410;3385629;7369891;976
7202;KUHA;124623;3487987;7311910;683
3021;KÖNGÄS;125072;3410039;7533402;261
2872;EVITSKOG;125626;3352545;6679478;257
88209;KARHUNKORPI;125921;3382280;6710662;543
200026;KUNINKAANPORTTI;126549;3423334;6698836;638
207;SÄRKIJÄRVI(ASKOLA);127036;3429648;6712524;018
198;FORSSLÄTT;127052;3431957;6715943;018
1525;PÄIVÖLÄ (INKOO);127768;3338893;6669702;149
8092;KELAAS;127851;3351468;6669935;755
2874;GESTERBY(KIRKKONUMMI);128017;3358348;6672306;257
5806;KORPI(NURMIJÄRVI);128094;3368308;6710847;543
87168;KORVENTIE;128097;3370488;6711209;543
9151;KLEMETSKOG;128722;3388665;6696767;858
9146;RANNIKONMÄKI;128749;3386678;6707280;858
201368;MIETOINENTH ETELÄINEN;130051;3221916;6733714;503
195;LIVONSAARI;130127;3211766;6722764;481
5338;KALELA;130473;3238369;6749199;503
5363;VEHMALAINEN;130495;3233931;6749767;503
4835;NIINIJOKI;130659;3276175;6757029;430
15418;KANGAS(KOSKI TL);130973;3285378;6738493;284
5060;OLLILA;131031;3279611;6730866;480
86118;HALIKKOLA;131057;3287703;6732251;284
17566;PAIMIO AIKUISKOULUTUSKESKUS;131200;3264649;6709845;577
17298;TUPURI(SALO);131220;3289078;6705410;734
2837;JAARA;131523;3263819;6822731;790
9208;SUOSMERI;131626;3228383;6828326;886
6300;TEIJO;132100;3276417;6689385;734
200454;VARTSALA;132102;3279506;6698696;734
82561;VARTSALA, RANTA;132115;3279726;6697514;734
6321;VÄHÄ-HIISI;132413;3298324;6712744;734
15603;AUVOLA;132441;3225626;6720906;481
107344;PAATTINEN TH;132546;3248278;6730025;853
110021;PAATTINEN TH;132547;3249878;6732610;853
201370;MIETOINEN;132706;3222636;6734738;503
7260;VASARAINEN;132956;3208973;6787481;684
201435;SÄKYLÄ KOULUKESKUS;133023;3248180;6780137;783
8636;VEHKATAIPALE;134450;3566186;6783264;831
1574;HUHDASJÄRVI;134464;3476874;6783600;286
1579;SIIKAVA;134465;3472470;6775637;286
2284;SÄRKIMÄKI;134575;3463554;6884149;213
6984;LÄNSIKYLÄ(PYHTÄÄ);134797;3481530;6711038;624
18312;RAUTJÄRVI AS;135433;3611971;6800967;689
87837;KOIVIKKO TH;135756;3509039;6846127;491
2277;SALMENKYLÄ (KANGASNIEMI);135802;3480113;6878768;213
18916;MAASELKÄ KOULU;135839;3503987;6909472;593
5899;MALLUSJOKITH;136068;3426816;6735736;560
1139;HERTTUALA;136484;3296148;6838029;108
1146;LAITILA;136493;3300888;6838482;108
16289;LAVAJÄRVI;136609;3313697;6843457;108
4860;LAUNONEN TH;137275;3368056;6740109;433
961;MESSILÄ;137495;3421487;6768953;098
85632;RITVALA;137983;3346619;6789628;908
87044;VESIVEHMAA;138003;3427926;6781031;016
3389;PUTULA;138102;3404141;6777888;283
104862;RAUTAJÄRVI;138184;3378290;6813585;635
6054;KASINIEMI;138189;3389035;6816316;576
5960;YLISKYLÄ;138276;3357740;6839569;562
5930;ERÄPYHÄTH;138314;3368723;6836300;562
5888;HUHDANOJA;138657;3421240;6743392;560
9538;ROISMALA;138769;3281715;6806756;790
86252;RIITIALA/PANKKI;138898;3288626;6869144;143
7362;VEHMAINEN;139042;3358338;6748234;109
2175;KANKAINEN;139066;3348403;6776508;109
15353;OITTI KOULU;139276;3393342;6744360;086
10299;TEIVAALA;139847;3321630;6830030;980
85702;RUTALAHTI;142867;3446317;6876887;172
9285;HÖYTIÄ;142958;3416144;6925520;892
17668;SAARENMAAKOULU(JYVÄSKYLÄMLK);143675;3428087;6912505;179
3451;TRÄSKVIK;144139;3214500;6909028;287
17504;PUSKAMARKKI;144177;3214793;6924409;287
1400;KÖNNI;144658;3275765;6975421;145
1402;MUNAKKA(ILMAJOKI);144698;3282877;6978175;145
10169;KITINOJA;144719;3287056;6985673;743
26;HAUKKALA;145411;3332148;6996191;005
3469;TEERIJÄRVI;145450;3326440;7054135;288
17858;MARKKI;145577;3371300;7062822;849
121;SULKAVA(ALAVUS);145910;3321886;6932056;010
16059;VIITALA(KURIKKA);146155;3259321;6961488;301
5858;TEPPO;146223;3292148;6977012;743
5290;KARKKIMALA;146399;3240217;7002509;499
200074;ALAHÄRMÄ KOULUKESKUS;146610;3292219;7021830;233
200075;ALAHÄRMÄ KOULUKESKUS;146611;3292272;7021807;233
15067;JÄRVELÄ (KAUSTINEN);146856;3338228;7051050;236
470;TIITONRANTA;147156;3415865;7074047;069
448;ARVOLA;147170;3410592;7080074;069
5615;HAUTAPERÄ (NIVALA);147185;3405718;7080246;535
5626;MAKOLA;147196;3403424;7081940;535
5616;HEISKANPERÄ;147668;3404988;7103299;535
15520;ALAPÄÄ (SIIKAJOKI);147911;3401540;7185644;748
7643;KORSUNPERÄ;147936;3396699;7170584;748
6842;PUHOSKYLÄ;148329;3539768;7242396;615
85155;TIIRO;148486;3425746;7250255;139
6830;LIVO;148554;3498046;7272040;615
3862;VUOTUNKI;148728;3616416;7342028;305
29517;KULUNTALAHTI;149056;3543474;7130644;205
8313;RIMPILÄNNIEMI;149070;3550048;7125305;765
7926;KALLIO;149554;3385578;7091639;746
10246;RAUDASKYLÄ OPISTO;149567;3389825;7102455;977
15399;HAAPAVESI, KESKUSKOULU;149616;3421431;7116518;071
18520;KOTILA;149681;3401437;7089392;535
7042;TAVASTKENKÄ;149871;3471626;7120714;630
7956;KARINKANTA;150116;3402749;7197928;748
30089;TAHKOLA;150531;3601802;7340983;305
16738;LASSILA;151166;3386569;7301863;241
16781;ALA-LIAKKA;151228;3374190;7312023;851
8950;AAPAJOKI;151275;3369270;7327627;851
15733;VAMMALA TH (URJALA);151898;3303204;6795071;887
120830;PITKÄKATU 37;151994;3571484;6773473;405
5677;VIHOLA;152240;3314637;6822511;536
16563;VEDENTAUSTA (KUHMALAHTI);152307;3376277;6825324;211
15657;RANTATIE;152369;3266608;6785871;102
15352;MONNI KOULU;152443;3381884;6732493;086
84859;SATULAVAARANTIE;152470;3663639;6936621;167
46408;II, KESKUSTA;152626;3424574;7248445;139
17600;TYÖTJÄRVI HARJUTIE;153869;3417717;6765680;098
106031;RANTATIE L;153969;3367923;6764344;109
200234;LOIMALAHTI;153994;3358462;6765116;109
200253;LINNAN KASARMIT E;154031;3362405;6768996;109
200269;PUISTONMÄKI P;154218;3360912;6770396;109
18930;PIHLAJAHARJU;154251;3509042;7054079;140
87229;LEIMUNMUTKA;154319;3510845;7049854;140
3410;KOTKA RAS;155503;3496123;6706057;285
3868;KYMINTEHDAS;156399;3481147;6754626;286
4454;HÖYTÄMÖ;156751;3328737;6815739;418
4758;LEMPOLA;156890;3340235;6688506;444
200070;MYLLYHAKA;157005;3313902;6825408;536
108380;NOKIA PIRKKALAISTIE;157030;3314221;6823702;536
200022;PORVOON SAIRAALA;157633;3428146;6697254;638
15723;RAAHE SAIRAALA;157840;3379646;7179987;678
15074;JUHANNUSSAARI;158605;3369452;7310016;851
9007;NUMMENMÄKI;158651;3242091;6714489;853
201411;VESILAITOS;158999;3241965;6714951;853
201395;PAAVINKATU;159008;3242195;6715785;853
201398;MAARIA KKO;159020;3241483;6716161;853
87429;YLIOPISTO;159130;3240882;6713948;853
87430;YLIOPISTO;159134;3240851;6714011;853
201387;KUPITTAAN ASEMA;159168;3241334;6713699;853
6944;KAJAANINTIE TH (PUOLANKA);160445;3532823;7197147;620
202963;TÄHTINIEMI E;160464;3447094;6787708;111
17362;RAKOKIVI;160534;3443909;6758931;532
86964;RAJAKATU;161058;3448533;6789531;111
22722;LAUTTAKYLÄNALA-ASTE;161354;3268595;6793172;102
9546;VAMMALARAS;161578;3280229;6811421;790
200529;RYTIKARI;161735;3392147;7289659;240
22746;HUHKOLANTIENTH;161887;3268920;6793837;102
114412;KURU;161910;3328120;6867947;980
20687;KARJAAKOULUT;162697;3314429;6667192;710
87842;LINTULA (VIHTI);162734;3351869;6704241;927
18020;MÄKSMÄKI;162780;3230482;6726900;481
26231;KRUUNUNSILTA;162980;3506725;6946906;778
17186;PELTOSALMI, KOULU;163000;3512057;7046155;140
105385;PALOASEMA;163172;3333908;6824259;837
119453;KALKKU;163363;3317516;6825566;837
118657;PYYNIKINTORI;163425;3326731;6825455;837
102198;JUVANKATU 13;163466;3333401;6822103;837
111569;KIRSIKATU;163671;3333630;6822720;837
8796;LIELAHTI;163703;3323499;6828843;837
105861;TEISKONTIE 24;163718;3329851;6825689;837
124576;RANNANMÄKI;164176;3252518;6751716;636
86050;MAIJAMÄEN KOULU;164209;3227033;6717159;529
120383;HANASAARI;165750;3387091;6676283;091
106167;MAISSIKUJA;166812;3378530;6686397;092
7351;ASEMI;169682;3359942;6750671;109
87170;KURRINKAARI;169841;3372282;6707790;543
87180;LIESJÄRVI;169870;3332865;6736188;834
124591;IVALO LENTOASEMA;169968;3517278;7613922;148
103055;JUVA ABC, PIHA;169971;3542617;6865949;178
103056;HOTELLI YLLÄS SAAGA;170005;3383091;7498545;273
87309;KESÄTUULENTIE;170029;3636248;6950436;167
87373;NIVANKYLÄ KANTATIE 79, KOULUN KOHTA;170219;3438303;7389781;698
122241;JOROINEN LIITTYMÄ, VALTATIE 5;170383;3543985;6897046;171
87484;VANHANKYLÄN KOULU;170418;3391356;6710629;858
87537;KONEEN PORTTI;170512;3380871;6725159;106
18040;OJAKYLÄ;171009;3432181;7121938;071
201421;HAAGA, METSÄLÄNTIE, HÄMEENLINNANVÄYLÄ;171153;3384239;6680464;091
16260;TAMMISTO, TUUSULANVÄYLÄ P;171208;3388005;6685935;092
15659;NURMINEN;171229;3273011;6782980;102
3411;KYMINLINNA;171442;3494631;6710595;285
4059;LAUNE;171545;3427279;6762014;398
4287;KAUKLAINEN;171565;3218583;6784655;684
6317;TATTULA;171836;3294517;6712715;734
73438;PUDASJÄRVI MAATALOUSOPPILAITOS;171929;3499419;7254843;615
31814;PUDASJÄRVI MAATALOUSOPPILAITOS;171930;3499334;7254957;615
6870;JUNNONOJA;171989;3440208;7126297;791
7612;RÖÖLÄ;172103;3221942;6703413;529
7947;LEVÄSJOKI;172125;3229142;6864191;747
7953;SAARIKOSKI (SIIKAINEN);172126;3233690;6864198;747
846;VAARANIVA;172157;3564736;7230200;777
8560;LÄNNENTEHTAAT;172166;3243930;6783296;783
8654;METSÄKYLÄ (TAIVALKOSKI);172202;3563983;7251242;832
8825;LIEDONPERÄ;172256;3262736;6728347;838
3606;KAISLASTENLAHTI;173155;3521889;6976943;297
3602;HIRVILAHTI;173169;3517838;6989939;297
1661;RAATEKANGAS;173209;3642755;6950160;167
19778;LENTOKENTÄN TH;173436;3635580;6950636;167
18558;RUOKOJÄRVI (VARKAUS);173502;3539930;6913241;915
8253;RYHÄLÄNMÄKI;173931;3514265;7062706;140
1232;KOTIKYLÄ;174109;3508325;7038189;140
1225;KIRMA;174253;3515313;7044594;140
1764;UUSIKYLÄ (JUANKOSKI);174557;3566481;6995581;174
19907;RASIMÄKITH (KAAVI);175053;3579254;6993782;204
3131;RAPAKKOJOKI;175900;3479853;7052575;263
3114;NIEMISKYLÄ TH;175949;3479563;7054039;263
4205;PUOLIVÄLI;176475;3527844;7029163;402
16686;KOLI;176961;3640263;7004156;422
80044;HONKALAMPI YLÄMYLLYNTIE;177452;3629345;6948361;426
4695;JUOJÄRVI;177477;3605765;6939394;426
5043;VIANTA;177601;3510245;7014346;476
5603;TIIRINLAHTI;177672;3559495;7010560;297
74832;ARONSALMI;177850;3601792;7043240;541
5789;SAVIKYLÄ TH;177904;3593909;7048047;541
5779;PITKÄMÄKI(NURMES);177922;3602433;7052435;541
5753;HYVÄRILÄ(NURMES);177988;3609535;7050187;541
6459;PENTTILÄNLAHTI;178111;3485565;7022078;595
16519;NIITTYLAHTI TH;178471;3647560;6938419;167
7273;PAKARILA;178606;3481278;6951870;686
7295;KANGASLAHTI (RAUTAVAARA);178837;3556529;7033077;687
7628;PÖTSÖNLAHTITH;178860;3639059;6912281;707
7622;KOMPAKKA;178914;3648023;6917204;707
8487;KOSKELO;179461;3502751;6942519;778
9087;HIETAJÄRVI(TUUSNIEMI);179712;3574195;6972780;857
9105;PAJUMÄKI(TUUSNIEMI);179843;3572097;6970823;857
9103;OHTAANNIEMI(TUUSNIEMI);179876;3580018;6972722;857
9098;LEVÄLAHTI (TUUSNIEMI);179877;3571435;6949098;857
9498;RUMO TH;179941;3577919;7080476;911
9805;ROTIMOJOKI;180363;3493007;7088030;925
73152;PULLAPOJAT;180382;3421036;6765060;098
15606;TÖRNÄVÄN AMMATTIOPPILAITOS;181086;3287899;6968389;743
8019;STOR-RÖSINTIE 1;181339;3408382;6686581;753
988;TENNILÄ;181416;3410681;6761930;098
3141;SALMENKYLÄ (KIURUVESI);181574;3483472;7041219;263
3148;TIKANRANTA;181575;3481862;7054281;263
87796;KIISK;181779;3315978;7053653;599
87800;PELAT;181783;3270365;7040775;893
113070;NYBY 1;181784;3264709;7044527;893
3098;KUKKOMÄKI;181855;3483099;7057967;263
87808;TORANGINTAIVAL;181895;3600585;7318440;305
120650;PORVOONKATU;182104;3386294;6677146;091
2869;PIKKALA TEHDAS;182904;3352473;6667887;257
15364;HONKAPERÄ;183157;3462528;7066537;626
87857;KEHVON KOULU;183257;3528507;6988790;749
23314;HALMAA TH;183570;3419091;6732975;616
87445;PIISPANSILTA ITÄÄN;183609;3374493;6674498;049
20881;JUSSILA;183638;3275483;7040295;893
7769;SAIJA;183786;3579410;7445800;732
3043;TEPASTO;183887;3404103;7547717;261
8688;EERIKKILÄ TH;184038;3325925;6739169;834
88115;KUIKKA TH;184092;3576925;7318778;305
102058;KEMPELEENTIE E;184126;3427584;7212348;564
15346;HARJUNMÄKI;184189;3370892;6751298;165
15630;MUHOSPERÄ;184194;3460358;7186020;494
88179;TESJOKI;184200;3462115;6707140;434
15891;METSOLA (LOIMAA);185110;3282433;6758137;430
5630;OJANPERÄ ;185181;3410723;7105257;535
6834;PARKKILA (PUDASJÄRVI);185258;3513145;7249979;615
124459;MUIJALANPORTTI, VT1;185667;3346383;6690977;444
124481;KELTAKANGAS TH;185748;3491566;6737704;286
124504;JOKINIEMI (LAUKAA);185759;3445607;6925199;410
124506;HEVOSOPISTO (YPÄJÄ);185760;3299880;6749831;981
5065;HUMIKKALA;185840;3233094;6725984;481
5299;NORRAVALLGRUND;185848;3213808;7023085;499
5311;SÖDRAVALLGRUND;185854;3212358;7021282;499
5622;KARVOSKYLÄ;185859;3409740;7085440;535
8576;JAALANKA;185896;3507220;7162280;785
9239;AHMAS TH (UTAJÄRVI);185912;3478190;7173960;889
117769;TAYS;185930;3330578;6825946;837
23267;SIIKAKOSKI;185932;3564230;6846110;768
18360;TERVOLA LAS;185956;3401169;7334371;845
124533;KULLOON KOULU;185964;3417246;6690353;638
124534;MICKELSBÖLE;185965;3414571;6695246;638
124535;ÅMINSBY;185966;3418756;6694369;638
22658;KORKEAKOSKENKOULU;185974;3268732;6790250;102
8491;LEMPYY;185978;3519015;6949695;778
6835;PAUKKERINHARJU;186158;3518558;7240715;615
200079;PITKÄNIEMEN SAIRAALA;186291;3317941;6823805;536
5264;JERISJÄRVI;186321;3383428;7537238;261
200117;PUOLIVÄLINKANGAS;186334;3429359;7216645;564
200118;KAAKKURI;186335;3430830;7207327;564
200121;PUTAANKYLÄ;186338;3422006;7235627;564
200123;KAUPPAKATU;186340;3427937;6764950;398
200131;SIIKAJOKI MH;186347;3393692;7192643;748
200138;SAPPI;186353;3330898;6678965;444
200146;HOTELLI PIKKU-SYÖTE;186364;3532786;7281966;615
200160;MÄKELÄN KOULU;186377;3602054;7325449;305
200168;RAJAPATSAS/VETERAANITALO;186384;3597273;6784944;153
200169;RAUTIO;186385;3600846;6793628;153
200224;KOSKI TL KOULUKESKUS;186442;3288689;6733402;284
200235;LUOLAJA;186457;3361080;6765586;109
200308;ITKONNIEMI;186552;3537090;6977529;297
200322;TULLIPORTINKATU (TORIKULMA);186562;3534585;6976786;297
16829;PALVANIEMENTIE 1;186574;3450189;6904980;179
200343;KOTKA RUUKINKATU 11;186580;3497264;6706589;285
200358;SOPENMÄKI;186597;3522692;6965761;297
15869;TORFJANOVKA;186661;3545871;6721539;935
18868;KANTALAHTI;186680;3588654;7429487;732
200407;AHROLA;186870;3300144;6840386;108
201682;PAIMIO, NESTEEN RAMPPI (VT1;187826;3264718;6709425;577
200482;SAUKKOLAN LIITTYMÄ 21;188577;3329685;6696512;444
200541;KALEVANKATU;188724;3378077;6738568;694
200549;HÄMEENAUKIO;188729;3378444;6738164;694
200569;LASITEHDAS;188747;3376770;6737948;694
200711;HERAJOKI ITÄ;188851;3377318;6734365;694
18493;LOUNAIS-SUOMEN KÄSI- JA TAIDETEOLLISUUSOPISTO;189173;3225400;6740387;503
201069;ZEPPELININ RAMPPI P;189274;3430898;7201621;244
201070;ZEPPELININ RAMPPI E;189275;3430785;7201693;244
201385;RANNANMÄKI;189879;3252529;6751770;636
202954;YLÄSTÖN RAMPPI , TUUSULANVÄYLÄ;190309;3388375;6687407;092
201268;KIUKAINEN POHJ.TH;190591;3234400;6799974;050
201373;MÄENALA 1;190693;3289215;6714154;734
201382;EURAJOKI TH;190711;3216857;6799671;051
201389;INSINÖÖRINKATU/TERÄSPOLKU TH;190731;3332360;6819479;837
201391;KOILLISKESKUS / MÄENTAKUSENKATU;190733;3334427;6824910;837
201403;TURKU LENTOASEMA T2;190751;3240570;6720396;853
201430;ORIPÄÄ TH;190812;3266159;6757486;561
8119;KELUJÄRVI 2;190991;3502103;7486303;758
3013;KINISJÄRVI;191667;3421595;7458152;261
201691;SKARPPAKULLANTIE;191732;3242584;6711892;853
201762;KUORTTI TH, 5-TIE;191812;3469915;6812447;588
202980;PORVOONKATU, STURENKATU L;193879;3386281;6677093;091
3407;!!KARHULA;;3496940;6711490;285
7151;KOLKONPÄÄ;;3566438;6873970;681
8020;ÖSTERBÄCKEN 2;;3406143;6693729;753
82312;!!TERVAJOKI TH;;3255795;6998549;152
80677;FINNASBACKEN;;3262636;7026262;946
9221;9-TIE/MENONEN;21087;3310108;6772891;887
1839;KAIHUMÄKI;22303;3543720;6867255;178
300;KARVILA;22498;3599429;6882069;046
301;MÄKI-MUHOLA;22508;3595330;6883302;046
3318;PARKKOPOHJA;22608;3414769;6897201;179
3311;KALLIOKYLÄ(KORPILAHTI);22654;3416447;6900659;179
6362;PALTANEN;23036;3495048;6913057;593
17148;KOULUKESKUS(VARKAUS);23043;3544890;6913280;915
16437;PARTAHARJU;23068;3511289;6915601;593
10328;KORTEJÄRVI(ÄETSÄ);23073;3266550;6816320;790
